name,tag,address,tel,url
株式会社  三昇堂小倉,飲食料品店,〒600-8823 京都府京都市下京区薬園町１５２,075-351-5923,
味処  花車,飲食店,〒600-8826 京都府京都市下京区西新屋敷上之町１２８,075-351-4084,https://www.yunoyadosyouei.jp/
ゲストハウス京都イン,その他サービス業,〒600-8841 京都府京都市下京区朱雀正会町15,075-342-1103,https://guesthouse-kyoto.jp
セブン-イレブンハートインJR梅小路京都西駅前,コンビニ,〒600-8841 京都府京都市下京区朱雀正会町１－２８,075-343-9150,
志津屋  七条店,その他小売業,〒600-8841 京都府京都市下京区朱雀正会町1-1KYOCA（京果会館）1Ｆ,075-343-2220,
京・朱雀  すし市場,飲食店,〒600-8842 京都府京都市下京区朱雀堂ノ口町,075-321-4418,http://sushi-ichiba.or.jp/
天ぷら門久,飲食店,〒600-8842 京都府京都市下京区朱雀堂ノ口町20-4ホテルエミオン京都２階,075-322-6633,https://www.kadoq.com/#top_tables
特撰和牛焼肉としゃぶしゃぶ一寸法師エミオン京都店,飲食店,〒600-8842 京都府京都市下京区朱雀堂ノ口町20-4ホテルエミオン京都２F,075-322-1129,https://issunboushi.com
本家さんきゅう  ホテルエミオン京都店,飲食店,〒600-8842 京都府京都市下京区朱雀堂ノ口町２０－４ホテルエミオン京都2階E-3,075-585-4139,
千里うなぎ  ホテルエミオン京都店,飲食店,〒600-8842 京都府京都市下京区朱雀堂ノ口町２０－４ホテルエミオン京都2階E-2,075-708-3901,
京の糀屋  ホテルエミオン京都,その他小売業,〒600-8842 京都府京都市下京区朱雀堂ノ口町20-4ホテルエミオン京都,075-321-2022,
ボークス  ホビースクエア京都,その他小売業,〒600-8862 京都府京都市下京区七条御所ノ内中町60,075-325-1175,https://hobby.volks.co.jp/shop/hs_kyoto.html
スギ薬局  西大路店,ドラッグストア・調剤薬局,〒600-8863 京都府京都市下京区七条御所ノ内本町93番地,075-325-1251,
ガッツレンタカー京都西大路駅前店,レンタカー,〒600-8863 京都府京都市下京区七条御所ノ内本町１００番シャロンビル２階,075-315-2139,https://guts-rentacar.com/shop/kyoto/nishioji/
割烹やす田,飲食店,〒600-8864 京都府京都市下京区七条御所ノ内南町39割烹やす田,075-312-8023,http://www.kappo-yasuda.jp
シミズ薬局 本店,ドラッグストア・調剤薬局,〒600-8871 京都府京都市下京区西七条北東野町113,075-313-2475,http://www.dacs-shimizu.jp/
まちかどマルシェNorakuro,飲食店,〒600-8875 京都府京都市下京区西七条石井町55,075-314-8435,https://instagram.com/mmn_kyoto
ファミリーマート京都西七条店,コンビニ,〒600-8878 京都府京都市下京区西七条北西野町39-1,075-325-5159,
ファミリーマート西大路花屋町店,コンビニ,〒600-8881 京都府京都市下京区西七条掛越町26-1,075-316-5029,
フレスコ七条店,スーパー,〒600-8883 京都府京都市下京区西七条北衣田町49-1,075-468-9171,https://www.super-fresco.co.jp/
ダックス下京西七条店,ドラッグストア・調剤薬局,〒600-8886 京都府京都市下京区西七条北月読町70,075-325-1620,http://www.dacs-shimizu.jp/
ファミリマート西七条名倉町店,コンビニ,〒600-8887 京都府京都市下京区西七条名倉町27,075-325-6061,
呂川茶屋別館  お土産店,その他小売業,〒601-1241 京都府京都市左京区大原勝林院町81,075-744-3240,
有限会社  京美茶屋,飲食店,〒601-1241 京都府京都市左京区大原勝林院町23,075-744-2123,https://www.kyoubijaya.com
志ば久,飲食料品店,〒601-1241 京都府京都市左京区大原勝林院町58,075-744-2226,https://www.shibakyu.jp/
心の里  心繋,その他小売業,〒601-1241 京都府京都市左京区大原勝林院町22,075-754-8405,
味工房志野  勝林院店,飲食料品店,〒601-1241 京都府京都市左京区大原勝林院町109,075-744-3301,
こにし,その他小売業,〒601-1242 京都府京都市左京区大原来迎院町338番地,075-744-3001,
和紙の店  もとしろ,その他小売業,〒601-1242 京都府京都市左京区大原来迎院町400-3,075-744-2038,
しぶ柿,衣料・身の回り品取扱店,〒601-1242 京都府京都市左京区大原来迎院町３９９－３,075-744-2181,
株式会社辻しば漬本舗,飲食料品店,〒601-1244 京都府京都市左京区大原上野町483番地,075-744-2839,https://tsujishiba.com/
ファミリーマート大原三千院,コンビニ,〒601-1244 京都府京都市左京区大原上野町565-1,075-744-3723,
味工房志野  戸寺店,飲食料品店,〒601-1245 京都府京都市左京区大原戸寺町173-2,075-744-2470,
京都大原の味噌屋さん  味噌庵,飲食料品店,〒601-1248 京都府京都市左京区大原草生町41,075-744-2240,http://www.misoan.jp
みつる工芸,衣料・身の回り品取扱店,〒601-1248 京都府京都市左京区大原草生町６０,075-744-2069,https://kakishibuzome.com
大原温泉 湯元のお宿 民宿大原山荘,その他小売業,〒601-1248 京都府京都市左京区大原草生町17,075-744-2227,https://www.ohara-sansou.com
治郎兵衛,飲食料品店,〒601-1248 京都府京都市左京区大原草生町33,075-702-8990,https://jirobe.theshop.jp
翠月,その他小売業,〒601-1248 京都府京都市左京区大原草生町3番地,075-744-2405,http://rsc64413.la.coocan.jp/
土井志ば漬本舗総本店,飲食料品店,〒601-1251 京都府京都市左京区八瀬花尻町４１,075-744-2311,https://www.doishibazuke.co.jp/shop/123/
竈炊き立てごはん土井  本店,飲食店,〒601-1251 京都府京都市左京区八瀬花尻町４１,075-744-2311,https://www.doishibazuke.co.jp/kamadopost/110/
エクシブ京都  八瀬離宮  アデッソ,その他小売業,〒601-1254 京都府京都市左京区八瀬野瀬町74-1エクシブ京都八瀬離宮,075-707-2828,https://rt-clubnet.jp/hotels/xiv/kyouto/facility/shop/
セブン-イレブン  京都八瀬駅前,コンビニ,〒601-1254 京都府京都市左京区八瀬野瀬町４２－３,075-724-0150,
フレンチカフェ  ル・クロ  スゥ  ル  スリジェ,飲食店,〒601-1325 京都府京都市伏見区醍醐東大路町22,075-571-1321,https://www.daigoji.or.jp/
雨月茶屋売店,その他小売業,〒601-1325 京都府京都市伏見区醍醐東大路町35-1,075-575-5612,https://www.daigoji.or.jp/
三宝院売店,その他小売業,〒601-1325 京都府京都市伏見区醍醐東大路町22,075-571-0112,https://www.daigoji.or.jp/
醍醐寺拝観受付,その他業種,〒601-1325 京都府京都市伏見区醍醐東大路町22,075-571-0002,https://www.daigoji.or.jp/
キリン堂  醍醐店,ドラッグストア・調剤薬局,〒601-1351 京都府京都市伏見区醍醐和泉町46-1,075-575-3003,
若菜屋 醍醐店,飲食料品店,〒601-1353 京都府京都市伏見区醍醐御園尾町28-3,075-571-2929,http://www.wakanaya.jp/
アル・プラザ醍醐,スーパー,〒601-1375 京都府京都市伏見区醍醐高畑町１の３７,075-575-6100,
スギ薬局  アルプラザ醍醐店,ドラッグストア・調剤薬局,〒601-1375 京都府京都市伏見区醍醐高畑町一番地３７アルプラザ醍醐２階,075-575-2861,
大垣書店 醍醐店,書籍文房具小売店,〒601-1375 京都府京都市伏見区醍醐高畑町30-1パセオダイゴロー西館 3階,075-575-2520,https://www.books-ogaki.co.jp/stores/ogaki-daigo/
ヤマダデンキテックランド京都醍醐店,家電販売店,〒601-1375 京都府京都市伏見区醍醐高畑町30-1-2パセオ・ダイゴロー西館,075-575-1800,
スギドラッグ  醍醐店,ドラッグストア・調剤薬局,〒601-1378 京都府京都市伏見区醍醐川久保町４３番地,075-575-2467,
ラーメン横綱  醍醐店,飲食店,〒601-1378 京都府京都市伏見区醍醐川久保町32番1,075-573-4527,https://www.4527.com/shop/daigo.html
加藤永峰,その他小売業,〒601-1395 京都府宇治市炭山久田２－４,0774-32-5907,
馥郁窯,その他小売業,〒601-1395 京都府宇治市炭山,0774-32-4156,
藤堂タクシー,その他業種,〒601-1435 京都府京都市伏見区石田桜木3醍醐石田団地１４棟８０４号,075-571-8995,
和食さと  醍醐店,飲食店,〒601-1439 京都府京都市伏見区石田森東町56-1,075-574-0310,
カレーハウスCoCo壱番屋伏見醍醐店,飲食店,〒601-1439 京都府京都市石田森東町29-2カレーハウスCoCo壱番屋,075-573-3967,
ファミリーマート  石田森東店,コンビニ,〒601-1439 京都府京都市伏見区石田森東町27番2,075-575-3221,
村上タクシー,その他業種,〒601-1456 京都府京都市伏見区小栗栖南後藤町3番地1,090-8208-3444,
スギ薬局  小栗栖店,ドラッグストア・調剤薬局,〒601-1462 京都府京都市伏見区小栗栖森本町５番地３,075-575-2778,
ファミリーマート  伏見小栗栖南店,コンビニ,〒601-1462 京都府京都市伏見区小栗栖森本町6-6クリスタルレジデンス1階,075-575-5351,
ウエルシア伏見小栗栖店,ドラッグストア・調剤薬局,〒601-1462 京都府京都市伏見区小栗栖森本町6-1,075-575-2790,https://stores.welcia.co.jp/6701D
マツモト  桂川店,スーパー,〒601-6203 京都府京都市南区久世築山町130番1,075-924-5658,
焼肉寿寿,飲食店,〒601-8001 京都府京都市南区東九条室町47,075-661-4026,
まるとく,飲食店,〒601-8001 京都府京都市南区東九条室町1,075-661-5987,
レンタサイクル 京都ecoトリップ 本店,その他サービス業,〒601-8001 京都府京都市南区東九条室町58,075-691-0794,https://kyoto-option.com/
エムケイハートレンタカー京都駅前店,レンタカー,〒601-8002 京都府京都市南区東九条上殿田町４７イビススタイルズ京都ステーション１Ｆ,0120-557-002,https://heart-rentacar.com/
カレーハウスＣＯＣＯ壱番屋南区八条口店,飲食店,〒601-8002 京都府京都市南区東九条上殿田町1エンブレム京紋  １F,075-662-2987,
町衆料理  京もん,飲食店,〒601-8002 京都府京都市南区東九条上殿田町1ー3エンブレムキョウモン２F,075-634-8858,
セブン-イレブンハートインヴィアイン京都八条口,コンビニ,〒601-8002 京都府京都市南区東九条上殿田町44-1,075-693-9778,
ファミリーマート烏丸八条口,コンビニ,〒601-8002 京都府京都市南区東九条上殿田町41-1,075-693-7413,
イビススタイルズ京都ステーション,その他小売業,〒601-8002 京都府京都市南区東九条上殿田町47,075-693-8444,https://all.accor.com/hotel/9418/index.ja.shtml
レンタサイクル  イン  京都,その他業種,〒601-8003 京都府京都市南区東九条西山王町１－４,080-4238-2299,https://kyoto-rent-a-bike.jp
おらが蕎麦  京都AVANTI店,飲食店,〒601-8003 京都府京都市南区東九条西山王町31KYOTO  ＡＶＡＮＴＩ  B1F,075-671-8858,
リーガグラン京都  Dining＆Lounge  KOTONA,飲食店,〒601-8003 京都府京都市南区東九条西山王町1番地リーガグラン京都,075-662-1121,https://www.rihga.co.jp/gran-kyoto/
京阪バス京都駅八条口案内所,その他業種,〒601-8003 京都府京都市南区東九条西山王町31番地の6,075-672-2100,https://www.keihanbus.jp/
ココカラファイン  アバンティ店,ドラッグストア・調剤薬局,〒601-8003 京都府京都市南区東九条西山王町３１番地,075-671-8966,
ホテル京阪京都グランデ  オクターヴァ,飲食店,〒601-8003 京都府京都市南区東九条西山王町,075-661-0321,
見聞録京都アバンティ店,飲食店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティB1,075-693-8297,https://e-zest.co.jp/shop/%e5%92%8c%e9%a3%9f%e3%82%84-%e8%a6%8b%e8%81%9e%e9%8c%b2-%e4%ba%ac%e9%83%bd%e5%ba%97/
揚げバルキッパーズケルシュ京都アバンティ店,飲食店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティB1,075-334-5454,https://e-zest.co.jp/shop/%e3%82%ad%e3%83%83%e3%83%91%e3%83%bc%e3%82%ba%e3%82%b1%e3%83%ab%e3%82%b7%e3%83%a5%e3%80%80%e4%ba%ac%e9%83%bd%e3%82%a2%e3%83%90%e3%83%b3%e3%83%86%e3%82%a3%e5%ba%97/
鳥楽 京都アバンティ店,飲食店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティB1,075-693-6541,https://e-zest.co.jp/shop/%e5%9c%b0%e9%b6%8f%e3%81%a8%e5%a4%a7%e9%8d%8b-%e9%b3%a5%e6%a5%bd-%e3%82%a2%e3%83%90%e3%83%b3%e3%83%86%e3%82%a3%e4%ba%ac%e9%83%bd%e5%ba%97/
アバンティブックセンター  京都アバンティ店,書籍文房具小売店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
アニメイト  京都アバンティ店,その他小売業,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
Pダイニング  京都アバンティ店,飲食料品店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
マクドナルド  アバンティ店,飲食店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ  フードコート内,075-682-5031,https://kyoto-avanti.com/
先客万来  まねきだこ アバンティ店,飲食店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ  フードコート内,075-682-5031,https://kyoto-avanti.com/
コスコクレープ アバンティ店,飲食店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ  フードコート内,075-682-5031,https://kyoto-avanti.com/
デイリーヤマザキ烏丸八条口店,コンビニ,〒601-8003 京都府京都市南区東九条西山王町16,075-681-7647,
セブンイレブンＤＲ京都テラス八条東ロイネット店,コンビニ,〒601-8004 京都府京都市南区東九条東山王町14-1,075-693-8122,
Hotel The M’s Kyoto,その他小売業,〒601-8004 京都府京都市南区東九条東山王町6,075-330-9300,
スタンドＥＬ  ダイニングＥＮＴ,飲食店,〒601-8004 京都府京都市南区東九条東山王町１３,075-672-1100,https://www.elcient.com/kyoto/restaurant/
ホテルエルシエント京都,その他小売業,〒601-8004 京都府京都市南区東九条東山王町13,075-672-1100,
セブンイレブン京都八条通東店,コンビニ,〒601-8005 京都府京都市南区東九条西岩本町16セブンイレブン京都八条通東店,075-681-1007,
ホテル京阪  京都八条口内施設,その他小売業,〒601-8011 京都府京都市南区東九条南山王町5-1,075-662-0321,https://www.hotelkeihan.co.jp/kyoto-h/
ベストバリューエネルギー久世店,ガソリンスタンド,〒601-8207 京都府京都市南区久世中久町729,075-934-0943,
ジャパン  京都南店,ドラッグストア・調剤薬局,〒601-8207 京都府京都市南区久世中久町６７５番地,075-922-6699,
ローソン久世中久町店,コンビニ,〒601-8207 京都府京都市南区久世中久町６８８番１,075-933-1963,
京阪京都交通  JR桂川駅前バス総合案内所,その他業種,〒601-8211 京都府京都市南区久世高田町,075-382-4888,
イオンスタイル京都桂川,スーパー,〒601-8211 京都府京都市南区久世高田町376番1,075-925-3100,https://www.aeon.com/store/イオン/イオンスタイル京都桂川/
ダイエー桂南店,スーパー,〒601-8212 京都府京都市南区久世上久世町４８５,075-931-4711,https://www.daiei.co.jp/stores/d0661/
スギ薬局  桂南店,ドラッグストア・調剤薬局,〒601-8212 京都府京都市南区久世上久世町485番地ダイエー桂南店１階,075-754-7891,
ファミリーマート  中久世一丁目店,コンビニ,〒601-8213 京都府京都市南区久世中久世町1丁目104番地２,075-924-3187,
アパホテル〈京都駅前〉,その他小売業,〒601-8234 京都府京都市下京区西洞院通塩小路下ル南不動堂町806アパホテル〈京都駅前〉,075-365-4111,https://www.apahotel.com/hotel/kansai/kyoto/kyoto-ekimae/
焼き肉家  益市  八条口,飲食店,〒601-8017 京都府京都市南区東九条北烏丸町6-6アルプスナインビル2F,075-748-6622,
THE REIGN HOTEL KYOTO Restaurant,飲食店,〒601-8025 京都府京都市南区東九条柳下町67-1THE REIGN HOTEL KYOTO,075-606-1971,https://reignhotel.jp/
懐古的未来,飲食店,〒601-8026 京都府京都市南区東九条中札辻町33-3,070-5658-1386,http://tomo-no-sekai.com/
京都ユウベルホテル内売店,その他小売業,〒601-8032 京都府京都市南区東九条石田町40番3,075-681-2223,
勢島タクシー,その他業種,〒601-8036 京都府京都市南区東九条松田町28番地メゾングラース京都十条403,075-755-4847,
ジョーシン  九条烏丸店,家電販売店,〒601-8041 京都府京都市南区東九条南烏丸町31番地,075-693-5711,https://shop.joshin.co.jp/shopdetail.php?cd=1763
OMOTENASHI,飲食店,〒601-8041 京都府京都市南区東九条南烏丸町37-3アプロビル一階,075-605-5555,https://inbound-plus.jp/service/detail/?id=65
岩田呉服店,衣料・身の回り品取扱店,〒601-8043 京都府京都市南区東九条西札辻町３４,075-691-4855,http://web.kyoto-inet.or.jp/people/iwatasin/
ホテル アンテルーム 京都,その他小売業,〒601-8044 京都府京都市南区東九条明田町7番,075-681-5656,https://www.uds-hotels.com/anteroom/kyoto/
ANTEROOM BAR,飲食店,〒601-8044 京都府京都市南区東九条明田町7番,075-681-5656,https://www.uds-hotels.com/anteroom/kyoto/restaurant/#bar
京都  炭火串焼つじや  京都駅八条口店,飲食店,〒601-8011 京都府京都市南区東九条南山王町26,075-634-8806,
hotel MONday Premium 京都駅東九条,その他小売業,〒601-8015 京都府京都市南区東九条上御霊町15-1hotel MONday Premium 京都駅東九条,075-672-6180,https://hotel-monday.com/higashikujo/
和食さと  大石橋店,飲食店,〒601-8015 京都府京都市南区東九条上御霊町1,075-691-1557,
Dolphins Cafe,飲食店,〒601-8015 京都府京都市南区東九条上御霊町56番地,075-682-6820,https://www.instagram.com/dolphins.cafe
THE LAUNDRY FAN,衣料・身の回り品取扱店,〒601-8015 京都府京都市南区東九条上御霊町40-2,075-671-7007,http://laundry-fan.com/
株式会社 ゆば庄,飲食料品店,〒601-8017 京都府京都市南区東九条北烏丸町8,075-691-5510,https://www.yubasho.co.jp
スペインバル  Hablamos,飲食店,〒601-8017 京都府京都市南区東九条北烏丸町6₋6,075-748-7882,
ホテル エムズ・エスト京都駅南,その他小売業,〒601-8017 京都府京都市南区東九条北烏丸町7,075-693-7600,
ファミリーマート堀口京都八条口店,コンビニ,〒601-8017 京都府京都市南区東九条北烏丸町８番地,075-661-4193,
ほりぐち酒店,飲食料品店,〒601-8017 京都府京都市南区東九条北烏丸町8番地,075-661-1138,
カードラボ  京都アバンティ店,その他小売業,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
らしんばん  京都アバンティ店,その他小売業,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
GU  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
しまむら  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
ハニーズ  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
エメフィール  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
ダイソー  京都アバンティ店,１００円・ディスカウントショップ,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
アベイル  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
フレスコ八条店,スーパー,〒601-8303 京都府京都市南区吉祥院西ノ庄西中町1-2,075-468-9171,https://www.super-fresco.co.jp/
中沢博（個人タクシーMKパートナー）,その他業種,〒601-8303 京都府京都市南区吉祥院西ノ庄西中町13番地エルシティ西大路613号,090-3927-2501,
アヤハディオ吉祥院八条店,ホームセンター,〒601-8306 京都府京都市南区吉祥院宮ノ西町11番地,075-326-6700,http://www.ayahadio.com
足立石油株式会社  八条SS,その他小売業,〒601-8311 京都府京都市南区吉祥院西ノ庄東屋敷町20-3,075-311-0224,
ローソン  吉祥院西ノ庄店,コンビニ,〒601-8311 京都府京都市南区吉祥院西ノ庄東屋敷町  52-1,075-314-5710,
ギオン自動車株式会社,その他業種,〒601-8317 京都府京都市南区吉祥院新田弐ノ段町２３番地,075-681-3231,http://aoi-group.com
GOHOBIイオン洛南店,雑貨店,〒601-8327 京都府京都市南区吉祥院御池町31,075-585-3304,https://gohobi.co.jp/
エディオンイオン洛南店,家電販売店,〒601-8327 京都府京都市南区吉祥院御池町31  イオン洛南ショッピングセンター2Ｆ,075-662-9311,
イオン洛南店,スーパー,〒601-8327 京都府京都市南区吉祥院御池町31番地イオン洛南ショッピングセンター,075-692-4560,https://www.aeon.com/store/イオン洛南店
ANTEROOMS MEALS,飲食店,〒601-8044 京都府京都市南区東九条明田町7番,075-681-5656,https://www.uds-hotels.com/anteroom/kyoto/restaurant/#breakfast
ローソン烏丸札ノ辻店,コンビニ,〒601-8044 京都府京都市南区東九条明田町２６,075-682-7060,
京都ハンナリーズ,その他サービス業,〒601-8046 京都府京都市南区東九条西山町8,050-5533-5588,https://hannaryz.jp/
葱太郎 第一ホテル店,飲食店,〒601-8047 京都府京都市南区東九条下殿田町45京都第一ホテル１Ｆ,075-661-8618,
グリーンリッチホテル京都駅南,その他サービス業,〒601-8047 京都府京都市南区東九条下殿田町3番,075-691-2500,
グリーンリッチホテル京都駅南  レストランPalette（パレット）,飲食店,〒601-8047 京都府京都市南区東九条下殿田町3番,075-691-2500,
月待庵  京都駅前店,飲食料品店,〒601-8048 京都府京都市南区東九条中殿田町16-1,075-693-7897,https://www.kyo-tsukimachian.com/
向井石油  国道十条サービスステーション,ガソリンスタンド,〒601-8102 京都府京都市南区上鳥羽菅田町2番地の1,075-691-7378,
帝産京都自動車株式会社,その他業種,〒601-8103 京都府京都市南区上鳥羽仏現寺町１番地,075-691-8161,
京都市個人タクシー事業協同組合,その他サービス業,〒601-8104 京都府京都市南区上鳥羽角田町１４番地京都市個人タクシー事業協同組合,075-681-2224,http://towncorp.jp/kyoto-taxi/
ベストレンタカー,レンタカー,〒601-8106 京都府京都市南区上鳥羽北中ノ坪町21番地,075-691-1888,https://bestrentacar.jp
日本交通株式会社,その他サービス業,〒601-8111 京都府京都市南区上鳥羽苗代町43番地,075-681-5527,https://www.nihonkotsu.co.jp/kyoto/
ユニオンタクシ－,その他業種,〒601-8111 京都府京都市南区上鳥羽苗代町30,075-672-1872,
オリックスレンタカー京都南店,レンタカー,〒601-8114 京都府京都市南区上鳥羽南鉾立町20-1,075-693-7603,http://www.jp-kk.jp
銀鈴タクシー株式会社,その他業種,〒601-8114 京都府京都市南区上鳥羽南鉾立町27,075-681-8701,
セブンイレブン  京都上鳥羽南鉾立町,コンビニ,〒601-8114 京都府京都市南区上鳥羽南鉾立町５３,075-671-3032,
京都観光バス株式会社,その他業種,〒601-8121 京都府京都市南区上鳥羽大物町37番地,075-692-0010,http://kyotokankobus.jp/
ヤサカ観光バス株式会社  京都支社,その他サービス業,〒601-8123 京都府京都市南区上鳥羽南塔ノ本町２１,075-681-2151,http://www.kyotoyasaka.jp
南ヤサカ交通株式会社,その他業種,〒601-8127 京都府京都市南区上鳥羽北花名町10番地1,075-682-2841,
ＭＫ石油  上鳥羽営業所,ガソリンスタンド,〒601-8127 京都府京都市南区上鳥羽北花名町１－１,075-682-3551,https://www.mk-group.co.jp/oil/index.html
ドン・キホーテ  京都アバンティ店,１００円・ディスカウントショップ,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
たんす屋  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
ABC-MART  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
バーン・ハナ  京都アバンティ店,その他サービス業,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
グランサックス  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
Gプラザ  京都アバンティ,雑貨店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
靴商店  京都アバンティ,その他サービス業,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
CHOJIRO  京都アバンティ店,飲食料品店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
アイプラス  京都アバンティ店,その他サービス業,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
シロハト  京都アバンティ店,衣料・身の回り品取扱店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
サンキューマート  京都アバンティ店,雑貨店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
マツモトキヨシ  京都アバンティ店,ドラッグストア・調剤薬局,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
銀座ライオン  京都アバンティ店,飲食料品店,〒601-8003 京都府京都市南区東九条西山王町31京都アバンティ,075-682-5031,https://kyoto-avanti.com/
無印良品  洛南店,雑貨店,〒601-8327 京都府京都市南区吉祥院御池町31番地イオン洛南ショッピングセンター1階,075-693-1268,
ユニクロ  イオン洛南ショッピングセンター店,衣料・身の回り品取扱店,〒601-8327 京都府京都市南区吉祥院御池町31番地イオン洛南ショッピングセンター1階,075-644-9296,
とんかつ新宿さぼてん  イオン洛南店,飲食料品店,〒601-8327 京都府京都市南区吉祥院御池町31番地イオン洛南ショッピングセンター1階,075-692-4635,
（株）ドン・キホーテ京都南インター店,１００円・ディスカウントショップ,〒601-8127 京都府京都市南区上鳥羽北花名町１－２,0570-017-311,https://www.donki.com/store/shop_detail.php?shop_id=57
MKタクシー  国道十条営業所,その他業種,〒601-8127 京都府京都市南区上鳥羽北花名町１－１,075-693-5755,https://www.mk-group.co.jp/
カレーハウスCoCo壱番屋  南区上鳥羽店,飲食店,〒601-8131 京都府京都市南区上鳥羽鴨田23-2,075-682-8533,
ローソン大宮通上鳥羽店,コンビニ,〒601-8132 京都府京都市南区上鳥羽町田５７,075-694-1222,
鶴喜そば  上鳥羽店,飲食店,〒601-8142 京都府京都市南区上鳥羽中河原56-5,075-661-0220,http://www.tsurukisoba.co.jp
たかばしラーメン  京都南インター店,飲食店,〒601-8143 京都府京都市南区上鳥羽麻ノ本27-3,075-682-0264,http://www.takabashi.com/
櫻井タクシー,その他業種,〒601-8173 京都府京都市南区上鳥羽八王神町23-5ワーカーハイツ鳥羽102号,075-756-1282,
和食さと  上鳥羽店,飲食店,〒601-8181 京都府京都市南区上鳥羽堀子町96和食さと上鳥羽店,075-672-8557,
グランマーブル  ファクトリー店,その他小売業,〒601-8182 京都府京都市南区上鳥羽北島田町93,075-682-1200,https://grandmarble.com/factory
バースデイ  久世店,衣料・身の回り品取扱店,〒601-8203 京都府京都市南区久世築山町115-2バースデイ,075-925-8777,
ローソン久世殿城店,コンビニ,〒601-8205 京都府京都市南区久世殿城町525-1ローソン久世殿城店,075-932-6280,
阿部賢太郎（個人タクシーMKパートナー）,その他業種,〒601-8206 京都府京都市南区久世大藪町95番地8,075-931-1573,
焼き肉家  益市  本店,飲食店,〒601-8352 京都府京都市南区吉祥院西浦町33,075-661-7057,
ファミリーマート吉祥院這登中町,コンビニ,〒601-8353 京都府京都市南区吉祥院這登中町24番地,075-693-7330,
ローソン吉祥院石原店,コンビニ,〒601-8366 京都府京都市南区吉祥院石原西町１,075-693-5395,
CURRY HOUSE  CoCo壱番屋  南区吉祥院店,飲食店,〒601-8381 京都府京都市南区吉祥院西ノ茶屋町45-1,075-644-7236,
株式会社  ヤマダデンキ  京都吉祥院店,家電販売店,〒601-8391 京都府京都市南区吉祥院大河原町27,075-326-4100,https://www.yamada-denki.jp/
ローソン京都駅八条口店,コンビニ,〒601-8411 京都府京都市南区西九条北ノ内町42番14,075-691-1883,
ダイニングカフェ＆バー「ロンド」,飲食店,〒601-8412 京都府京都市南区西九条院町17,075-661-7111,
中国料理  「四川」,飲食店,〒601-8412 京都府京都市南区西九条院町17,075-661-7111,
